Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
2011–2013,5,2 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,3,2 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,2 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,16,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,12,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,8,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,2,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,3,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,1,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,1,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,1,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,2 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,57,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,20,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,15,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,15,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,31,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,13,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,6,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,5,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,7,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,6,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,5,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,8,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,2,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,1,3 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,38,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,26,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,21,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,20,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,42,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,14,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,3,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,2,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,4,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,2,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,4,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,4,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,2,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,43,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,31,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,17,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,18,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,26,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,16,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,6,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,3,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,4,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,2,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,2,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,2,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,32,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,20,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,18,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,11,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,25,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,8,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,2,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,1,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,2,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,1,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,2,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,2,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,1,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,34,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,22,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,9,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,5,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,14,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,4,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,1,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,0,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,0,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,2,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,2,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,2,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,59,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,52,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,34,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,22,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,32,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,7,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,0,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,2,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,3,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,2,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,3,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,0,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,8,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,8,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,5,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,1,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,4,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,2,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,1,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,3 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,75,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,10,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,14,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,13,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,20,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,7,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,8,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,9,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,3,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,3,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,2,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,2,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,1,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,4-9 tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,45,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,22,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,24,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,14,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,29,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,13,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,6,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,7,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,5,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,4,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,3,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,5,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,3,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,1,4-9 tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,48,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,28,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,15,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,20,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,24,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,8,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,1,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,2,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,5,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,1,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,4,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,4,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,0,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,4-9 tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,45,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,35,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,31,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,22,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,27,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,10,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,3,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,1,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,1,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,1,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,3,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,2,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,2,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,1,4-9 tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,50,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,29,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,21,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,19,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,26,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,14,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,3,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,3,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,127,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,97,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,60,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,55,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,64,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,9,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,5,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,2,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,3,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,1,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,4,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,10,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,1,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,37,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,31,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,13,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,15,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,4,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,2,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,1,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,1,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,16,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,5,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,2,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,3,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,2,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2011–2013,1,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2011–2013,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2011–2013,5,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2011–2013,4,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2011–2013,4,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2011–2013,3,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2011–2013,2,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2011–2013,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2011–2013,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
