KØN,ALDER1,UDDANNELSE,VARTILBAGE,TID,INDHOLD
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2014:2016,157
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2015:2017,155
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2016:2018,146
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2017:2019,173
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2018:2020,192
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2019:2021,192
Mænd,25-29 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2020:2022,191
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2008:2010,440
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2009:2011,562
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2010:2012,637
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2011:2013,674
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2012:2014,763
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2013:2015,622
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2014:2016,628
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2015:2017,662
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2016:2018,627
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2017:2019,631
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2018:2020,738
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2019:2021,898
Mænd,25-29 år,Uoplyst uddannelse,Ingen tilbagefald,2020:2022,1002
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2008:2010,177
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2009:2011,213
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2010:2012,232
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2011:2013,252
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2012:2014,290
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2013:2015,221
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2014:2016,200
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2015:2017,177
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2016:2018,171
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2017:2019,187
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2018:2020,212
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2019:2021,203
Mænd,25-29 år,Uoplyst uddannelse,I løbet af 6 måneder,2020:2022,242
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,69
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,107
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,110
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,127
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,106
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,89
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,107
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,88
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,89
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,105
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,96
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,119
Mænd,25-29 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,122
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2008:2010,78
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2009:2011,117
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2010:2012,142
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2011:2013,113
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2012:2014,134
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2013:2015,122
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2014:2016,126
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2015:2017,113
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2016:2018,107
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2017:2019,101
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2018:2020,113
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2019:2021,150
Mænd,25-29 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2020:2022,173
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2008:2010,1996
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2009:2011,2051
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2010:2012,1929
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2011:2013,1932
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2012:2014,2032
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2013:2015,1808
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2014:2016,1969
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2015:2017,1992
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2016:2018,1836
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2017:2019,1728
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2018:2020,1838
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2019:2021,1990
Mænd,30-34 år,Grundskole,Ingen tilbagefald,2020:2022,2393
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2008:2010,894
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2009:2011,891
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2010:2012,996
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2011:2013,1098
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2012:2014,1038
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2013:2015,1028
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2014:2016,930
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2015:2017,911
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2016:2018,840
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2017:2019,848
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2018:2020,962
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2019:2021,1081
Mænd,30-34 år,Grundskole,I løbet af 6 måneder,2020:2022,1178
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2008:2010,486
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2009:2011,464
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2010:2012,498
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2011:2013,499
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2012:2014,478
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2013:2015,517
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2014:2016,515
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2015:2017,479
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2016:2018,442
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2017:2019,447
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2018:2020,498
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2019:2021,552
Mænd,30-34 år,Grundskole,Efter 6 måneder og indenfor 1 år,2020:2022,618
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2008:2010,541
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2009:2011,584
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2010:2012,603
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2011:2013,548
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2012:2014,638
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2013:2015,520
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2014:2016,560
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2015:2017,504
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2016:2018,535
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2017:2019,519
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2018:2020,567
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2019:2021,620
Mænd,30-34 år,Grundskole,Efter 1 år og indenfor 2 år,2020:2022,634
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2008:2010,426
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2009:2011,483
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2010:2012,424
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2011:2013,365
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2012:2014,367
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2013:2015,414
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2014:2016,404
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2015:2017,408
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2016:2018,417
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2017:2019,382
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2018:2020,414
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2019:2021,493
Mænd,30-34 år,Gymnasial uddannelse,Ingen tilbagefald,2020:2022,561
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2008:2010,63
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2009:2011,58
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2010:2012,66
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2011:2013,65
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2012:2014,67
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2013:2015,65
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2014:2016,79
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2015:2017,77
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2016:2018,66
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2017:2019,73
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2018:2020,77
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2019:2021,97
Mænd,30-34 år,Gymnasial uddannelse,I løbet af 6 måneder,2020:2022,125
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,39
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,41
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,42
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,48
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,65
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,48
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,58
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,44
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,41
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,53
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,49
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,72
Mænd,30-34 år,Gymnasial uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,94
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2008:2010,83
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2009:2011,76
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2010:2012,65
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2011:2013,62
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2012:2014,72
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2013:2015,71
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2014:2016,73
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2015:2017,54
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2016:2018,58
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2017:2019,65
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2018:2020,72
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2019:2021,91
Mænd,30-34 år,Gymnasial uddannelse,Efter 1 år og indenfor 2 år,2020:2022,121
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2008:2010,3313
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2009:2011,3277
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2010:2012,3101
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2011:2013,3094
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2012:2014,2943
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2013:2015,2813
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2014:2016,2872
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2015:2017,2734
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2016:2018,2602
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2017:2019,2389
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2018:2020,2315
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2019:2021,2569
Mænd,30-34 år,Erhvervsuddannelse,Ingen tilbagefald,2020:2022,3130
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2008:2010,517
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2009:2011,490
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2010:2012,489
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2011:2013,564
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2012:2014,579
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2013:2015,586
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2014:2016,562
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2015:2017,461
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2016:2018,451
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2017:2019,395
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2018:2020,443
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2019:2021,556
Mænd,30-34 år,Erhvervsuddannelse,I løbet af 6 måneder,2020:2022,662
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,368
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,357
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,377
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,349
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,366
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,383
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,349
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,332
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,294
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,321
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,306
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,391
Mænd,30-34 år,Erhvervsuddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,433
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2008:2010,493
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2009:2011,501
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2010:2012,541
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2011:2013,537
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2012:2014,498
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2013:2015,459
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2014:2016,401
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2015:2017,452
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2016:2018,408
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2017:2019,392
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2018:2020,471
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2019:2021,512
Mænd,30-34 år,Erhvervsuddannelse,Efter 1 år og indenfor 2 år,2020:2022,572
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2008:2010,1571
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2009:2011,1496
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2010:2012,1542
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2011:2013,1465
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2012:2014,1443
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2013:2015,1495
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2014:2016,1532
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2015:2017,1607
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2016:2018,1537
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2017:2019,1394
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2018:2020,1350
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2019:2021,1558
Mænd,30-34 år,Videregående uddannelse,Ingen tilbagefald,2020:2022,1818
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2008:2010,97
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2009:2011,102
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2010:2012,85
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2011:2013,116
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2012:2014,122
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2013:2015,110
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2014:2016,142
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2015:2017,139
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2016:2018,129
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2017:2019,115
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2018:2020,118
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2019:2021,151
Mænd,30-34 år,Videregående uddannelse,I løbet af 6 måneder,2020:2022,187
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,78
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,93
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,89
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,86
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,107
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,102
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,104
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,95
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,114
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,114
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,91
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,109
Mænd,30-34 år,Videregående uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,140
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2008:2010,121
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2009:2011,139
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2010:2012,128
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2011:2013,142
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2012:2014,138
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2013:2015,152
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2014:2016,151
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2015:2017,136
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2016:2018,109
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2017:2019,156
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2018:2020,168
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2019:2021,188
Mænd,30-34 år,Videregående uddannelse,Efter 1 år og indenfor 2 år,2020:2022,210
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2008:2010,393
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2009:2011,467
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2010:2012,510
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2011:2013,613
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2012:2014,681
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2013:2015,551
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2014:2016,635
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2015:2017,616
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2016:2018,676
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2017:2019,694
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2018:2020,819
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2019:2021,939
Mænd,30-34 år,Uoplyst uddannelse,Ingen tilbagefald,2020:2022,1146
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2008:2010,113
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2009:2011,140
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2010:2012,121
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2011:2013,173
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2012:2014,193
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2013:2015,153
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2014:2016,157
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2015:2017,159
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2016:2018,147
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2017:2019,185
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2018:2020,208
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2019:2021,232
Mænd,30-34 år,Uoplyst uddannelse,I løbet af 6 måneder,2020:2022,288
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2008:2010,74
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2009:2011,62
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2010:2012,81
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2011:2013,81
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2012:2014,86
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2013:2015,95
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2014:2016,91
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2015:2017,91
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2016:2018,80
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2017:2019,96
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2018:2020,96
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2019:2021,152
Mænd,30-34 år,Uoplyst uddannelse,Efter 6 måneder og indenfor 1 år,2020:2022,154
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2008:2010,67
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2009:2011,87
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2010:2012,110
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2011:2013,111
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2012:2014,102
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2013:2015,91
Mænd,30-34 år,Uoplyst uddannelse,Efter 1 år og indenfor 2 år,2014:2016,103
