OMRÅDE,KØN,ALDER,HERKOMST1,TID,INDHOLD
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2011,61
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2012,72
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2013,68
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2014,69
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2015,80
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2016,68
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2017,81
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2018,81
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2019,128
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2020,137
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2021,131
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2022,143
Vallensbæk,Mænd,30-49 år,Personer med udenlandsk oprindelse,2023,168
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2005,69
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2006,48
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2007,43
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2008,28
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2009,39
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2010,42
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2011,41
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2012,51
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2013,59
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2014,68
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2015,61
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2016,44
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2017,64
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2018,42
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2019,37
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2020,45
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2021,53
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2022,54
Vallensbæk,Mænd,50-79 år,Personer med dansk oprindelse,2023,46
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2005,6
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2006,4
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2007,9
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2008,4
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2009,11
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2010,10
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2011,14
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2012,10
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2013,13
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2014,23
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2015,17
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2016,23
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2017,17
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2018,25
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2019,19
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2020,36
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2021,31
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2022,37
Vallensbæk,Mænd,50-79 år,Personer med udenlandsk oprindelse,2023,38
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2005,13
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2006,7
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2007,3
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2008,11
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2009,15
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2010,6
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2011,8
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2012,12
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2013,15
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2014,12
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2015,11
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2016,13
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2017,11
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2018,12
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2019,9
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2020,20
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2021,15
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2022,12
Vallensbæk,Kvinder,15-29 år,Personer med dansk oprindelse,2023,19
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2005,4
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2006,5
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2007,3
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2008,1
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2009,4
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2010,7
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2011,5
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2012,9
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2013,18
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2014,13
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2015,11
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2016,11
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2017,11
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2018,20
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2019,30
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2020,29
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2021,28
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2022,28
Vallensbæk,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2023,20
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2005,28
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2006,30
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2007,27
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2008,29
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2009,31
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2010,28
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2011,26
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2012,43
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2013,22
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2014,41
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2015,25
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2016,26
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2017,35
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2018,20
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2019,21
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2020,19
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2021,26
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2022,20
Vallensbæk,Kvinder,30-49 år,Personer med dansk oprindelse,2023,19
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2005,6
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2006,8
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2007,4
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2008,5
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2009,6
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2010,9
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2011,11
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2012,16
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2013,15
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2014,20
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2015,25
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2016,19
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2017,33
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2018,18
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2019,32
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2020,36
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2021,37
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2022,42
Vallensbæk,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2023,56
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2005,14
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2006,9
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2007,14
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2008,8
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2009,7
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2010,17
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2011,13
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2012,10
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2013,10
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2014,26
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2015,17
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2016,21
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2017,34
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2018,18
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2019,22
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2020,19
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2021,14
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2022,36
Vallensbæk,Kvinder,50-79 år,Personer med dansk oprindelse,2023,12
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2005,1
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2006,1
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2007,1
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2008,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2009,1
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2010,1
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2011,2
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2012,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2013,2
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2014,2
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2015,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2016,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2017,3
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2018,3
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2019,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2020,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2021,4
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2022,10
Vallensbæk,Kvinder,50-79 år,Personer med udenlandsk oprindelse,2023,7
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2005,77
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2006,80
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2007,80
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2008,87
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2009,86
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2010,70
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2011,76
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2012,86
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2013,84
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2014,83
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2015,75
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2016,88
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2017,64
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2018,62
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2019,69
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2020,73
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2021,57
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2022,56
Allerød,Mænd,15-29 år,Personer med dansk oprindelse,2023,73
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2005,16
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2006,11
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2007,13
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2008,13
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2009,10
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2010,13
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2011,19
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2012,21
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2013,23
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2014,24
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2015,23
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2016,23
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2017,31
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2018,29
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2019,36
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2020,27
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2021,28
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2022,19
Allerød,Mænd,15-29 år,Personer med udenlandsk oprindelse,2023,25
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2005,211
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2006,182
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2007,160
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2008,130
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2009,161
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2010,151
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2011,155
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2012,131
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2013,149
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2014,141
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2015,125
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2016,115
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2017,98
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2018,79
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2019,107
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2020,107
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2021,99
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2022,80
Allerød,Mænd,30-49 år,Personer med dansk oprindelse,2023,88
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2005,27
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2006,24
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2007,10
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2008,22
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2009,13
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2010,16
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2011,21
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2012,20
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2013,19
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2014,19
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2015,20
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2016,21
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2017,31
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2018,36
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2019,33
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2020,41
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2021,37
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2022,29
Allerød,Mænd,30-49 år,Personer med udenlandsk oprindelse,2023,31
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2005,90
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2006,87
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2007,88
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2008,88
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2009,74
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2010,97
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2011,99
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2012,106
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2013,101
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2014,118
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2015,135
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2016,138
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2017,95
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2018,126
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2019,107
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2020,103
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2021,117
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2022,102
Allerød,Mænd,50-79 år,Personer med dansk oprindelse,2023,102
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2005,2
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2006,5
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2007,5
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2008,6
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2009,6
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2010,5
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2011,10
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2012,10
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2013,12
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2014,15
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2015,14
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2016,8
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2017,7
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2018,17
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2019,14
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2020,13
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2021,11
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2022,16
Allerød,Mænd,50-79 år,Personer med udenlandsk oprindelse,2023,18
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2005,18
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2006,16
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2007,11
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2008,17
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2009,11
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2010,10
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2011,16
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2012,14
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2013,14
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2014,18
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2015,10
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2016,12
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2017,15
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2018,12
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2019,17
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2020,18
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2021,21
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2022,10
Allerød,Kvinder,15-29 år,Personer med dansk oprindelse,2023,16
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2005,3
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2006,2
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2007,4
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2008,0
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2009,0
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2010,3
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2011,1
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2012,0
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2013,1
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2014,0
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2015,0
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2016,3
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2017,3
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2018,2
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2019,6
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2020,7
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2021,7
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2022,4
Allerød,Kvinder,15-29 år,Personer med udenlandsk oprindelse,2023,5
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2005,84
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2006,87
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2007,45
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2008,71
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2009,68
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2010,88
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2011,92
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2012,61
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2013,71
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2014,70
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2015,50
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2016,50
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2017,26
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2018,46
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2019,50
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2020,24
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2021,46
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2022,30
Allerød,Kvinder,30-49 år,Personer med dansk oprindelse,2023,20
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2005,4
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2006,4
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2007,5
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2008,8
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2009,7
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2010,6
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2011,6
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2012,7
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2013,11
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2014,6
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2015,10
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2016,7
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2017,9
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2018,7
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2019,15
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2020,6
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2021,11
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2022,11
Allerød,Kvinder,30-49 år,Personer med udenlandsk oprindelse,2023,12
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2005,27
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2006,26
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2007,26
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2008,19
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2009,28
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2010,50
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2011,54
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2012,44
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2013,48
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2014,53
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2015,60
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2016,48
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2017,43
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2018,58
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2019,49
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2020,38
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2021,36
Allerød,Kvinder,50-79 år,Personer med dansk oprindelse,2022,46
